"term","definition","source","language","country","normalized"
"pusy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","pusy"
"puta","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","puta"
"puto","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","puto"
"puuke","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","puuke"
"puuker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","puuker"
"qahbeh","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","qahbeh"
"quashie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","quashie"
"queaf","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queaf"
"queef","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queef"
"queerhole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queerhole"
"queero","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queero"
"queers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queers"
"queerz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","queerz"
"quickie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","quickie"
"quicky","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","quicky"
"quiff","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","quiff"
"quim","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","quim"
"qweers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","qweers"
"qweerz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","qweerz"
"qweir","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","qweir"
"r-tard","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rtard"
"r-tards","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rtards"
"r5e","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","r5e"
"ra8s","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ra8s"
"raghead","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","raghead"
"ragheads","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ragheads"
"rape","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rape"
"raped","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","raped"
"raper","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","raper"
"raping","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","raping"
"rapist","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rapist"
"rautenberg","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rautenberg"
"rearend","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rearend"
"rearentry","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rearentry"
"recktum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","recktum"
"rectal","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rectal"
"rectum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rectum"
"rectus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rectus"
"redleg","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","redleg"
"redlegs","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","redlegs"
"redlight","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","redlight"
"redskin","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","redskin"
"redskins","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","redskins"
"reefer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","reefer"
"reestie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","reestie"
"reetard","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","reetard"
"reich","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","reich"
"renob","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","renob"
"rentafuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rentafuck"
"rere","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rere"
"retard","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","retard"
"retarded","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","retarded"
"retards","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","retards"
"retardz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","retardz"
"reverse cowgirl","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","reversecowgirl"
"rimjaw","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rimjaw"
"rimjob","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rimjob"
"rimming","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rimming"
"ritard","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ritard"
"rosebuds","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rosebuds"
"rosy palm and her 5 sisters","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rosypalmandher5sisters"
"rosy palm","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rosypalm"
"rosypalmandherefivesisters","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rosypalmandherefivesisters"
"round eyes","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","roundeyes"
"roundeye","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","roundeye"
"rumprammer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rumprammer"
"ruski","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ruski"
"russki","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","russki"
"russkie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","russkie"
"rusty trombone","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","rustytrombone"
"s h i t","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shit"
"s&m","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sm"
"s-h-1-t","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh1t"
"s-o-b","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sob"
"s0b","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","s0b"
"sadis","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sadis"
"sadism","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sadism"
"sadist","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sadist"
"sadom","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sadom"
"sambo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sambo"
"sambos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sambos"
"samckdaddy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","samckdaddy"
"sanchez","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sanchez"
"sand nigger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sandnigger"
"sand niggers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sandniggers"
"sandm","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sandm"
"santorum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","santorum"
"sausagequeen","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sausagequeen"
"scag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scag"
"scallywag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scallywag"
"scank","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scank"
"scantily","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scantily"
"scat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scat"
"schaffer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schaffer"
"scheiss","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scheiss"
"schizo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schizo"
"schlampe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schlampe"
"schlong","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schlong"
"schmuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schmuck"
"schvartse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schvartse"
"schvartsen","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schvartsen"
"schwartze","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schwartze"
"schwartzen","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","schwartzen"
"scissoring","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scissoring"
"screwyou","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","screwyou"
"scroat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scroat"
"scrog","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scrog"
"scrote","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scrote"
"scrotum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scrotum"
"scrud","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","scrud"
"seduce","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","seduce"
"semen","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","semen"
"seppo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","seppo"
"seppos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","seppos"
"septics","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","septics"
"sex","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sex"
"sexcam","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexcam"
"sexed","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexed"
"sexfarm","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexfarm"
"sexhound","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexhound"
"sexhouse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexhouse"
"sexi","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexi"
"sexing","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexing"
"sexkitten","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexkitten"
"sexo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexo"
"sexpot","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexpot"
"sexslave","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexslave"
"sextogo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sextogo"
"sextoy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sextoy"
"sextoys","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sextoys"
"sexual","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexual"
"sexually","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexually"
"sexwhore","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexwhore"
"sexx","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexx"
"sexxi","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexxi"
"sexxx","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexxx"
"sexxxi","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexxxi"
"sexxxy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexxxy"
"sexxy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexxy"
"sexy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexy"
"sexymoma","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexymoma"
"sexyslim","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sexyslim"
"sh!+","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh"
"sh!t","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sht"
"sh1ter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh1ter"
"sh1ts","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh1ts"
"sh1tter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh1tter"
"sh1tz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sh1tz"
"shag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shag"
"shagger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shagger"
"shaggin","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shaggin"
"shagging","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shagging"
"shamedame","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shamedame"
"sharmuta","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sharmuta"
"sharmute","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sharmute"
"shat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shat"
"shav","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shav"
"shaved beaver","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shavedbeaver"
"shaved pussy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shavedpussy"
"shawtypimp","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shawtypimp"
"sheeney","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sheeney"
"shemale","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shemale"
"shhit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shhit"
"shi+","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shi"
"shibari","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shibari"
"shibary","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shibary"
"shinola","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shinola"
"shipal","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shipal"
"shit ass","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitass"
"shit-bag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitbag"
"shit-bagger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitbagger"
"shit-brain","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitbrain"
"shit-breath","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitbreath"
"shit-cunt","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitcunt"
"shit-dick","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitdick"
"shit-eating","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shiteating"
"shit-face","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitface"
"shit-faced","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitfaced"
"shit-fit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitfit"
"shit-head","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shithead"
"shit-heel","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitheel"
"shit-hole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shithole"
"shit-house","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shithouse"
"shit-load","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitload"
"shit-pot","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitpot"
"shit-spitter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitspitter"
"shit-stain","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitstain"
"shitblimp","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitblimp"
"shitcan","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitcan"
"shite","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shite"
"shiteater","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shiteater"
"shited","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shited"
"shitey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitey"
"shitforbrains","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitforbrains"
"shitfuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitfuck"
"shitfucker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitfucker"
"shitfull","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitfull"
"shithapens","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shithapens"
"shithappens","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shithappens"
"shiting","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shiting"
"shitings","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitings"
"shitlist","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitlist"
"shitola","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitola"
"shitoutofluck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitoutofluck"
"shits","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shits"
"shitt","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitt"
"shitted","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitted"
"shitter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitter"
"shitters","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitters"
"shittiest","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shittiest"
"shitting","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitting"
"shittings","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shittings"
"shitty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitty"
"shity","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shity"
"shitz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shitz"
"shiz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shiz"
"shiznit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shiznit"
"shortfuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shortfuck"
"shota","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shota"
"shylock","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shylock"
"shylocks","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shylocks"
"shyt","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shyt"
"shyte","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shyte"
"shytty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shytty"
"shyty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","shyty"
"simp","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","simp"
"sissy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sissy"
"sixsixsix","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sixsixsix"
"sixtynine","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sixtynine"
"sixtyniner","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sixtyniner"
"skag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skag"
"skanck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skanck"
"skank","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skank"
"skankbitch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankbitch"
"skankee","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankee"
"skankey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankey"
"skankfuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankfuck"
"skanks","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skanks"
"skankwhore","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankwhore"
"skanky","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skanky"
"skankybitch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankybitch"
"skankywhore","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skankywhore"
"skeet","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skeet"
"skinflute","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skinflute"
"skribz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skribz"
"skullfuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skullfuck"
"skum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skum"
"skumbag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skumbag"
"skurwysyn","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skurwysyn"
"skwa","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skwa"
"skwe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","skwe"
"slag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slag"
"slanteye","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slanteye"
"slanty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slanty"
"slapper","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slapper"
"sleezeball","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sleezeball"
"slideitin","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slideitin"
"slimeball","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slimeball"
"slimebucket","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slimebucket"
"slopehead","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopehead"
"slopeheads","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopeheads"
"sloper","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sloper"
"slopers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopers"
"slopey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopey"
"slopeys","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopeys"
"slopies","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopies"
"slopy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slopy"
"slut","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slut"
"slutbag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutbag"
"slutbucket","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutbucket"
"slutdumper","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutdumper"
"slutkiss","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutkiss"
"sluts","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sluts"
"slutt","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutt"
"slutting","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutting"
"slutty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutty"
"slutwear","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutwear"
"slutwhore","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutwhore"
"slutz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","slutz"
"smackthemonkey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","smackthemonkey"
"smeg","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","smeg"
"smegma","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","smegma"
"smut","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","smut"
"smutty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","smutty"
"snatchpatch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","snatchpatch"
"sniggered","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sniggered"
"sniggering","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sniggering"
"sniggers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sniggers"
"snowback","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","snowback"
"snowballing","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","snowballing"
"snownigger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","snownigger"
"snuff","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","snuff"
"socksucker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","socksucker"
"sodom","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sodom"
"sodomise","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sodomise"
"sodomite","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sodomite"
"sodomize","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sodomize"
"sodomy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sodomy"
"son of a bitch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sonofabitch"
"son of a whore","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sonofawhore"
"sonofbitch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sonofbitch"
"sooties","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sooties"
"souse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","souse"
"soused","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","soused"
"soyboy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","soyboy"
"spac","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spac"
"spaghettibender","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spaghettibender"
"spaghettinigger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spaghettinigger"
"spank","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spank"
"spankthemonkey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spankthemonkey"
"spastic","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spastic"
"spearchucker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spearchucker"
"spearchuckers","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spearchuckers"
"sperm","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sperm"
"spermacide","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spermacide"
"spermbag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spermbag"
"spermhearder","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spermhearder"
"spermherder","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spermherder"
"sphencter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sphencter"
"spic","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spic"
"spick","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spick"
"spicks","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spicks"
"spics","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spics"
"spierdalaj","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spierdalaj"
"spig","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spig"
"spigotty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spigotty"
"spik","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spik"
"spiks","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spiks"
"splittail","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","splittail"
"splooge","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","splooge"
"spludge","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spludge"
"spooge","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spooge"
"spread legs","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spreadlegs"
"spreadeagle","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spreadeagle"
"spunk","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spunk"
"spunky","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","spunky"
"sqeh","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","sqeh"
